censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
1,6238,2009,Beauty Salon,Downtown Association,Downtown Association,25616.3933820472,True,C,Commercial,False,0.0
1,15954,1982,Misc Business Services,General Service,Service,40144.01876248126,False,M,Manufacturing,False,6628.817462562818
0,1234,2022,Rental- Residential,Residential Rental,Rental,135865.55892859172,False,R-2,Residential,False,7140.64947697008
0,4253,2014,Homestay,Homestay Temporary TOT,Hotel,9760.083854887933,False,R-1,Residential,False,2596.460025166518
1,5602,2010,Rental- Residential,Residential Rental,Rental,6117.085320989364,False,R-1,Residential,False,8573.83266202167
0,3811,2015,Counseling,Professional Service,Service,4924.912337962522,False,O,Office,False,914.4178405092714
1,5665,2010,Rental- Residential,Residential Rental,Rental,692267.4662046115,False,R-1,Residential,False,12141.298239428608
1,4841,2012,Home Occupation,General Retailer,Retail,9971.341374897253,False,C,Commercial,True,429.4802129109734
1,5568,2010,Rental- Residential,Residential Rental,Rental,6615.420983207256,False,R-1,Residential,False,5649.597173302133
1,1610,2021,Homestay,General Service,Service,2741.8678315912666,False,R-2,Residential,False,593.3670708933603
1,9114,2001,Rental- Residential,Residential Rental,Rental,8998.09161519526,False,R-2,Residential,False,2592.456372506404
1,3747,2015,Rental- Residential,Residential Rental,Rental,7045.96777487397,False,R-1,Residential,False,11466.364747876374
0,9209,2000,Rental- Residential,Residential Rental,Rental,38929.67389451548,False,R-4,Residential,False,622.6693203958629
1,1415,2022,Rental- Residential,Residential Rental,Rental,28741.170103438617,False,C,Commercial,False,6266.815613009545
1,5665,2010,Rental- Residential,Residential Rental,Rental,7984.255549659613,False,R-2,Residential,False,2072.195060701841
1,6170,2009,Home Occupation,Professional Service,Service,7483.778480226097,False,R-1,Residential,True,4681.270824834071
0,10455,1997,Rental- Commercial,Commercial Rental Property,Rental,71047.4980237851,False,C,Commercial,False,3564.616901085973
0,3951,2015,"Wholesale, Distributors",General Wholesaler,Other,22124.730287891474,False,C,Commercial,False,4442.811788907658
0,3840,2015,"Wholesale, Distributors",General Wholesaler,Other,38940.7435803538,False,C,Commercial,False,6806.885466699173
1,4239,2014,Consultant,Professional Service,Service,22350281.30078893,False,R-1,Residential,False,5614.387554019716
0,1423,2022,Rental- Residential,General Retailer,Retail,4503.388075730468,False,R-2,Residential,False,6656.273046378571
1,5870,2010,Home Occupation,General Retailer,Retail,5318.840109062262,False,R-1,Residential,True,14809.5242146929
0,370,2025,Home Occupation,Professional Service,Service,6300.202602540659,False,R-1,Residential,True,4978.216893541574
1,7584,2005,Apparel/Accessories,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
0,12320,1992,Rental- Commercial,Residential Rental,Rental,5381.464352545424,False,R-1,Residential,False,9176.72548431094
1,12758,1991,Restaurant,General Retailer,Retail,32231.75755084392,False,C,Commercial,False,4824.40657487758
0,12758,1991,Restaurant,General Retailer,Retail,7294.503368081677,False,C,Commercial,False,2780.026690975818
0,14523,1986,Home Occupation,General Service,Service,64621.6680169226,False,BP,Commercial,True,13357.635331591571
1,1890,2021,Restaurant,Downtown Association,Downtown Association,4854.303679926546,True,C,Commercial,False,0.0
1,7911,2004,Retail,General Wholesaler,Other,5949.642714117666,False,O,Office,False,1305.947161452484
1,7238,2006,Restaurant,Downtown Association,Downtown Association,13120.09777827046,True,C,Commercial,False,0.0
1,5853,2010,Restaurant,Downtown Association,Downtown Association,40800.80106152653,True,C,Commercial,False,0.0
0,5153,2012,Restaurant,General Service,Service,1135636.335310187,False,C,Commercial,False,5545.124198543538
1,5596,2010,Rental- Residential,Residential Rental,Rental,5027.693557178144,False,R-3,Residential,False,1328.371747509865
1,1519,2022,Education/School,General Retailer,Retail,6738.670503134951,False,R-1,Residential,False,7867.264902293962
1,6238,2009,Photographic Studio/Portrait,General Service,Service,113632.1974917182,False,C,Commercial,False,9579.082832893837
0,2548,2019,Consultant,Downtown Association,Downtown Association,19688.68976216909,True,C,Commercial,False,0.0
1,4139,2014,Home Occupation,General Retailer,Retail,5581.9603293654745,False,R-1,Residential,True,2852.4035136109605
0,370,2025,Medical Services,Professional Service,Service,19250.316932761605,False,C,Commercial,False,8156.845100158896
1,5609,2010,Rental- Residential,Residential Rental,Rental,76045.2036602782,False,C,Commercial,False,10024.543732764068
0,3284,2017,"Wholesale, Distributors",General Wholesaler,Other,28741.170103438617,False,C,Commercial,False,6249.6646614841375
1,3880,2015,Restaurant,Downtown Association,Downtown Association,4400.277361496859,True,C,Commercial,False,0.0
0,7787,2004,Rental- Commercial,Downtown Association,Downtown Association,7181.39924582769,False,O,Office,False,0.0
0,5652,2010,Rental- Residential,Residential Rental,Rental,7356.959981880803,False,R-1,Residential,False,2250.2099400637903
1,5614,2010,Rental- Residential,Residential Rental,Rental,34157.15297706726,False,R-4,Residential,False,5664.219917257782
0,911,2023,Rental- Residential,Residential Rental,Rental,11133.71294201615,False,R-1,Residential,False,2642.837399100561
0,3579,2016,Homestay,General Service,Service,11133.71294201615,False,R-1,Residential,False,2642.837399100561
1,3599,2016,Misc Business Services,General Service,Service,11133.71294201615,False,R-1,Residential,False,2642.837399100561
0,5656,2010,Rental- Residential,Residential Rental,Rental,19691.38940763202,False,R-4,Residential,False,660.2207569505423
0,5684,2010,Rental- Residential,Residential Rental,Rental,5950.421012002751,False,R-1,Residential,False,1871.1286401922423
0,1417,2022,Rental- Residential,Residential Rental,Rental,28741.170103438617,False,C,Commercial,False,6266.815613009545
1,5657,2010,Rental- Residential,Residential Rental,Rental,34157.15297706726,False,R-4,Residential,False,5699.890512954252
0,5652,2010,Rental- Residential,Residential Rental,Rental,4423.623569094605,False,R-3,Residential,False,7349.565262976759
0,1361,2022,Rental- Residential,Residential Rental,Rental,8088.520272648577,False,R-1,Residential,False,4136.452874802884
1,9291,2000,Rental- Residential,Residential Rental,Rental,5404.26661162028,False,R-1,Residential,False,4278.160181890021
1,9795,1999,Rental- Commercial,Commercial Rental Property,Rental,19224.7745865686,False,C,Commercial,False,8207.770246073636
1,6884,2007,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,5574,2010,Rental- Residential,Residential Rental,Rental,10989.237028525957,False,R-1,Residential,False,3747.371737685228
1,5650,2010,Rental- Residential,Residential Rental,Rental,29644.18348039484,False,R-4,Residential,False,5450.196093097156
0,2233,2020,Rental- Residential,General Retailer,Retail,7931.215546661667,False,R-1,Residential,False,5746.192278806985
1,5656,2010,Rental- Residential,Residential Rental,Rental,5096.630614349032,False,R-2,Residential,False,1737.867091975924
1,9207,2000,Rental- Residential,Residential Rental,Rental,6437.537803776778,False,R-1,Residential,False,2676.8740719490124
1,5519,2011,Rental- Residential,Residential Rental,Rental,59233.36639189376,False,R-1,Residential,False,6037.417184650315
0,8716,2002,Medical Services,Professional Service,Service,36400.39777929863,False,PF,Public,False,4097.141772737705
1,5253,2011,Home Occupation,Professional Service,Service,5997.631877033788,False,R-1,Residential,True,3500.211447130543
0,3213,2017,Auto Mechanic/Detailer/Services,General Service,Service,213156.38406141024,False,C,Commercial,False,11925.152655605456
1,7149,2006,Home Occupation,General Service,Service,10243.139791024889,False,R-1,Residential,True,15597.661384101904
1,5625,2010,Rental- Residential,Residential Rental,Rental,8667.373399977987,False,R-2,Residential,False,5759.368860030361
1,7197,2006,Contractor- Specialty,Contractor,Service,126734.63373034033,False,C,Commercial,False,18477.07261152957
0,79,2025,Home Occupation,General Service,Service,185323.2386382953,False,R-3,Residential,True,7774.589555646758
1,1485,2022,Home Occupation,General Service,Service,25179.4966152406,False,R-3,Residential,True,7257.943042717474
1,15954,1982,Dental,Professional Service,Service,58656.3896638356,False,O,Office,False,156.9671023952917
0,5065,2012,Home Occupation,General Service,Service,8680.532197129447,False,R-2,Residential,True,5970.893758152954
1,6232,2009,Home Occupation,General Service,Service,7753.880723191941,False,R-1,Residential,True,3221.735967959828
1,3818,2015,Home Occupation,Professional Service,Service,201441.81463405624,False,R-2,Residential,True,12228.171010033437
1,2879,2018,Personal Services,Downtown Association,Downtown Association,7256.060891362361,True,C,Commercial,False,0.0
1,5483,2011,Rental- Residential,Residential Rental,Rental,4700.444613853543,False,R-2,Residential,False,787.4772358373543
1,3647,2016,Rental- Residential,Residential Rental,Rental,244619.315870491,False,R-4,Residential,False,3103.101892736074
0,5261,2011,Retail,Downtown Association,Downtown Association,20111.766218409768,True,C,Commercial,False,0.0
1,5110,2012,Retail,General Retailer,Retail,100987.56764073543,False,C,Commercial,False,3407.108629665834
1,8975,2001,Personal Services,Massage Therapist,Service,1276753.8336216302,False,C,Commercial,False,4316.724348388988
0,3692,2016,Retail,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5313.433474162856
0,1961,2020,Home Occupation,General Service,Service,19871.556904045967,False,O,Office,True,404.2176701143848
1,4018,2015,Home Occupation,General Retailer,Retail,7784.899984165517,False,R-1,Residential,True,9124.077387847406
0,1617,2021,Counseling,Professional Service,Service,6928.337204865971,False,O,Office,False,152.5147700002136
0,764,2024,Massage,Massage Therapist,Service,139576.2082619505,False,C,Commercial,False,10665.31533114062
1,1282,2022,Professional,General Service,Service,97915.6927441578,False,C,Commercial,False,12873.812385833986
1,1676,2021,Hotels and Motels,General Service,Service,7461.530150379335,False,R-1,Residential,False,2765.591701592847
0,4543,2013,Rental- Residential,Residential Rental,Rental,7461.530150379335,False,R-1,Residential,False,2765.591701592847
0,3473,2016,Beauty Salon,Massage Therapist,Service,15367.5531670503,False,C,Commercial,False,492.60929109506105
1,5664,2010,Rental- Residential,Residential Rental,Rental,4801.265222767345,False,R-2,Residential,False,5087.45195340361
1,5953,2009,Rental- Residential,Residential Rental,Rental,8649.022747462288,False,R-1,Residential,False,4301.523235080268
1,4313,2014,Personal Services,Downtown Association,Downtown Association,4880.586810147687,True,C,Commercial,False,0.0
1,3172,2017,Professional,Professional Service,Service,38881.45739531492,False,O,Office,False,1657.0609439403077
1,5687,2010,Rental- Residential,Residential Rental,Rental,11190.725498843582,False,R-1,Residential,False,2344.0757301761428
0,1473,2022,Rental- Residential,Residential Rental,Rental,10083.704126722672,True,C,Commercial,False,0.0
1,4876,2012,Professional,Professional Service,Service,5023.855773786691,False,O,Office,False,1756.750126889655
1,6426,2008,Beauty Salon,Downtown Association,Downtown Association,4986.801877116959,True,C,Commercial,False,0.0
0,157,2025,Medical Services,Professional Service,Service,27592.678244139726,False,O,Office,False,250.1217045573105
0,704,2024,Counseling,Professional Service,Service,5980.688063465659,False,O,Office,False,449.4744973247865
1,9114,2001,Rental- Residential,Residential Rental,Rental,6892.844204933629,False,R-1,Residential,False,1955.6652459851543
0,9114,2001,Rental- Residential,Residential Rental,Rental,7002.887492093751,False,R-2,Residential,False,2581.53665895058
1,700,2024,Counseling,Professional Service,Service,25614.63317779357,False,O,Office,False,10178.67581817338
0,9094,2001,Rental- Residential,Residential Rental,Rental,48154.014070526726,False,R-3,Residential,False,623.2830645653353
1,10901,1996,Home Occupation,General Service,Service,1040694.0422821196,False,R-2,Residential,True,10747.129610853885
0,9208,2000,Rental- Residential,Residential Rental,Rental,6145.895682646458,False,R-1,Residential,False,7204.605510758341
0,3468,2016,Rental- Residential,Residential Rental,Rental,6107.585150368519,False,R-1,Residential,False,7132.760979013483
1,5628,2010,Rental- Residential,Residential Rental,Rental,6004.104711584272,False,R-1,Residential,False,8806.716447359971
0,1411,2022,Rental- Residential,Professional Service,Service,10121.277338713307,False,R-1,Residential,False,9424.917190569337
1,4321,2014,Home Occupation,General Service,Service,15746.466317928014,False,R-4,Residential,True,5532.730974765254
0,5650,2010,Rental- Residential,Residential Rental,Rental,7519.674344447121,False,R-1,Residential,False,4610.067786694465
1,9207,2000,Rental- Residential,Residential Rental,Rental,7702.646486902932,False,R-1,Residential,False,2446.1476930839167
0,12408,1992,Rental- Residential,Residential Rental,Rental,5994.897753831365,False,R-1,Residential,False,8353.262242238805
1,9088,2001,Rental- Residential,Residential Rental,Rental,6575.179516659653,False,R-1,Residential,False,7077.974142551862
0,1486,2022,Rental- Residential,Residential Rental,Rental,6285.406609959056,False,R-1,Residential,False,3200.221881839856
1,2370,2019,Hotels and Motels,General Service,Service,7392.302339559264,False,R-2,Residential,False,673.0348147128133
