DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
"Castle Keepers, Inc.",Real Estate Agent,860 WALNUT ST STE A,1991-02-04,,Property Management Company,General Service,Service,-120.665659046034,35.284297904795,12814,0,O,002-293-016,10429.746007209797,False,Office,False,892.079170380305
Castle Stained Glass,Retail,815 VIA ESTEBAN,1996-10-24,2011-10-05,,General Retailer,Retail,-120.645079433281,35.258259903172,10725,1,M,053-063-041,12049.827509684928,False,Manufacturing,False,8604.364869511055
Castle To Cottage Keeper,Home Occupation,1820 THELMA DR,1999-03-02,,Maid Service & Small Gardens,General Service,Service,-120.701527192691,35.259782310071,9866,0,R-2,053-111-057,1554636.181930998,False,Residential,True,12071.901991728984
Castlerock Development,Misc Business Services,202 TANK FARM RD H3,2008-09-15,2011-06-30,Real Estate Development,General Service,Service,-120.668101972875,35.246860459719,6381,1,C,053-251-067,172554.22759999588,False,Commercial,False,10621.086186438099
Castrejon Media,Home Occupation,3954 SUNROSE LN,2010-09-07,,Websites That Provide Foreign Language Lessons,General Service,Service,-120.636308325639,35.250385657011,5659,0,R-1,053-085-073,4878.013043256388,False,Residential,True,12448.888705826916
Cat Scratches Illustration Llc,Misc Business Services,1400 STAFFORD ST B3,2006-02-24,2006-10-16,,General Service,Service,-120.658007616309,35.292085454707,7315,1,R-4,052-213-006,48853.6678684179,False,Residential,False,3121.2427584125517
Catalyst Communication Arts,Home Occupation,94 CHUPARROSA DR,1988-02-29,2013-06-01,,General Service,Service,-120.6753511039,35.245144904609,13885,1,R-1,053-273-034,6644.519707770918,False,Residential,True,11560.012556979234
Catalyst Marketing Group,Advertising,1410 PREFUMO CANYON ROAD,2016-11-01,2019-09-09,Marketing And Advertising Services,Professional Service,Service,-120.698598318372,35.26339701398,3412,1,R-1,053-242-074,102654.01945182164,False,Residential,False,10669.779323766516
Catalyst Marketing Group,Home Occupation,1410 PREFUMO CANYON RD,2010-03-31,2016-10-05,"Marketing Services, Graphic Design, Public Relations",Professional Service,Service,-120.698598318372,35.26339701398,5819,1,R-1,053-242-074,102654.01945182164,False,Residential,True,10669.779323766516
Category Five Professional Consult,Consultant,702 PATRICIA DR,2004-03-16,,Emergency Preparedness Consulting,Professional Service,Service,-120.684524114006,35.30282249842,8025,0,R-1,052-521-011,75416.42251453825,False,Residential,False,9671.238206208209
Catelynn Kenner Consulting Collective,Home Occupation,11295 LOS OSOS VALLEY RD #25,2021-10-04,,"Consultant for Healthcare, Non-Profit & Research Organizations",Professional Service,Service,-120.694403854542,35.260057054488,1614,0,R-3,053-115-066,78542.05760807548,False,Residential,True,10229.956643552137
"Catering By Crave, LLC",Caterer,3889 LONG ST STE 100,2013-07-08,2015-01-22,Caterer,General Retailer,Retail,-120.671052773947,35.247104908547,4624,1,M,053-251-054,170360.61148949602,False,Manufacturing,False,10617.219971502629
Catherine Ambra,Rental- Residential,2706 AUGUSTA ST,2022-03-11,,Rental Property,Residential Rental,Rental,-120.644505448364,35.269222251243,1456,0,R-1,004-785-011,6476.998452502812,False,Residential,False,5598.4674027441315
Catherine B Riedstra Living Trust,Rental- Residential,893 CHURCH ST,2022-03-07,,Renting out property,Residential Rental,Rental,-120.656915837718,35.275069669872,1460,0,R-3,003-646-008,4492.252590915165,False,Residential,False,1573.115999221944
Catherine Barnickel,Massage,1025 PACIFIC ST,2013-11-07,2014-10-01,"Massage Therapy, Reflexology",Downtown Association,Downtown Association,-120.659022119385,35.27980916306,4502,1,O,002-444-021,9851.591856002056,False,Office,False,0.0
Catherine Currie LCSW,Medical Services,11549 LOS OSOS VALLEY RD #106,1995-10-09,,Psychotherapy,Professional Service,Service,-120.691294089766,35.257099396917,11106,0,O,053-102-030,25614.63317779357,False,Office,False,10178.675818173379
Catherine Halcomb Massage Therapy,Personal Services,1880 RAILROAD SQ A-4,1996-07-10,2008-06-24,,Massage Therapist,Service,-120.65478135994614,35.27669156319747,10831,1,C,003-571-023,52865.36938039569,False,Commercial,False,1516.5226587824682
Catherine Harvey Massage,Massage,780 CAUDILL ST,2015-06-03,2016-09-10,Massage Practitioner,Massage Therapist,Service,-120.65305674719,35.267030808962,3929,1,C,004-926-005,22370.884623543392,False,Commercial,False,4638.896171413851
Catherine J Reno,Secondhand Stores,1239 MONTEREY ST,1995-07-06,2011-10-08,Used Merchandise,General Retailer,Retail,-120.65797599145,35.283697639074,11201,1,C,002-331-018,9971.341374897253,False,Commercial,False,429.4802129109734
Catherine Panofsky Decorative Arts,Home Occupation,720 LEFF ST,2014-06-17,2022-01-31,Painting Contractor And Commercial Art,General Service,Service,-120.65998201333,35.274550858875,4280,1,R-2,003-501-013,34418.362528985424,False,Residential,True,1266.998273997168
Catherine Riedstra Insurance & Financial Services,Insurance Agent/Broker,3591 SACRAMENTO DR STE 114,2019-08-08,2020-06-12,Sales of Insurance & Financial Service Products,Professional Service,Service,-120.642081874588,35.255206177913,2402,1,C,053-234-003,76045.2036602782,False,Commercial,False,10024.543732764067
Catherine Tait,Rental- Residential,706 MURRAY AVE,2012-03-29,2022-05-19,Residential Rental Property,Residential Rental,Rental,-120.671346851749,35.290888455654,5090,1,R-1,001-013-002,7166.52882094365,False,Residential,False,3830.4702397303527
Catherine Victorino,Rental- Residential,1526 GALLEON WAY,2015-12-02,2020-01-31,Residential Rental Property,Residential Rental,Rental,-120.689594748167,35.259276935222,3747,1,R-1,004-462-001,7657.61929350533,False,Residential,False,9272.224129520315
Catherine's Cuisine,Restaurant,1372 VISTA DEL LAGO,2003-10-09,2018-12-05,Personal Chef,General Service,Service,-120.695249177189,35.261912664613,8184,1,R-1,004-261-084,49918.801614484895,False,Residential,False,10065.507985252225
Cathleen Corell,Rental- Residential,2064 RACHEL ST,1994-04-05,2021-10-21,,Residential Rental,Rental,-120.653609215429,35.272824347068,11658,1,R-2,003-661-020,9885.016704584925,False,Residential,False,2843.545534476855
Catholic Stickers.Com,Home Occupation,817 DAHLIA LN,2011-08-26,2013-10-29,Internet Business,General Retailer,Retail,-120.640494276515,35.250463193117,5306,1,R-1,053-082-001,6935.289200656468,False,Residential,True,11735.877758441648
Cathy Bague,Beauty Salon,1021 HIGUERA ST,1998-12-30,,,Downtown Association,Downtown Association,-120.660310762518,35.281305551667,9928,0,C,002-435-022,11979.026508936748,True,Commercial,False,0.0
Catmint Collars,Home Occupation,410 SANDERCOCK ST,2014-10-13,2018-10-27,Creation And Sales Of Cat Collars,General Manufacturer,Other,-120.663267002799,35.271250457053,4162,1,R-2,003-735-013,5240.679002259535,False,Residential,True,1911.3855017764827
Cattaneo Barbeque Service,Restaurant,6255 EDNA RD,1982-07-01,,Bbq And Catering Service,General Service,Service,-120.615790223463,35.209230275507,15954,0,C,044-042-011,9508767.479464812,False,Commercial,False,28360.473569114347
"Cattaneo Brothers, Inc.",Food Store,769 CAUDILL ST,1982-07-01,,"Manufacturer Of Gourmet Meat Snacks, Specialty Foods And Gift Packs",General Wholesaler,Other,-120.653112068509,35.266865826358,15954,0,C,004-923-015,11226.559768956578,False,Commercial,False,4683.28990868748
Caudill Homestay,Homestay,664 CAUDILL ST,2016-05-23,,Homestay,General Service,Service,-120.655043386833,35.266444131207,3574,0,R-1,004-911-022,6811.020671749749,False,Residential,False,4478.5241292392375
Caudle Rental 95 Palomar,Rental- Residential,95 PALOMAR AVE,2010-09-09,,residential rental,Residential Rental,Rental,-120.674024005631,35.290673660143,5657,0,R-1,052-163-029,5602.470511891792,False,Residential,False,4258.013105589559
Cause Media Group,Advertising,1880 SANTA BARBARA AVE STE 260,2010-09-01,2022-12-31,"Ad & Branding Services/Online Auctions For Charities, Causes...",General Service,Service,-120.656122199811,35.274654798218,5665,1,C,003-655-012,31553.481406954532,False,Commercial,False,1845.1014356876706
Cavallino Coast Properties,Rental- Residential,2325 GANADOR CT,2023-03-17,,,General Retailer,Retail,-120.660327393683,35.266810621519,1085,0,R-1,004-822-020,7704.052459252414,False,Residential,False,3685.010049096445
Cavender Consulting,Misc Business Services,2250 KING CT 20,2005-11-29,2010-03-03,,General Service,Service,-120.662098138522,35.268095759459,7402,1,R-4,004-824-091,244619.315870491,False,Residential,False,3103.101892736074
Cavigli Family Trust,Rental- Residential,3170 ESTELITA CT,2010-10-18,2010-12-08,,Residential Rental,Rental,-120.665220150074,35.256848706708,5618,1,R-2,053-182-009,10013.591963718489,False,Residential,False,6975.406244632128
Cavigli Fine Art,Home Occupation,2039 FIXLINI ST,2019-08-26,,"Teaching Art Classes In Schools, Retirement Communities, Private Homes",General Service,Service,-120.647653087485,35.277360967618,2384,0,R-1,003-584-005,14989.69175028556,False,Residential,True,3193.9561126203707
Cavigli Fine Art,Home Occupation,1789 SAN LUIS DR,2011-03-09,2013-06-19,Teach - Art Classes - Drawing/Painting,General Service,Service,-120.649771935609,35.287324138538,5476,1,R-1,001-241-001,9278.460249528862,False,Residential,True,3041.3721565669725
Caylym Logistics,Transportation/Vehicles,992 MONTEREY ST STE C,2013-07-01,2016-02-22,Freight Or Cargo Transportation,Downtown Association,Downtown Association,-120.661530744409,35.281725573218,4631,1,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
Cayucos Pharmacy,Pharmacy,3485 SACRAMENTO DR E,2025-12-01,,Retail Pharmacy + Compounding Pharmacy,General Retailer,Retail,-120.644747063865,35.257208124632,95,0,M,053-231-021,32225.341587601528,False,Manufacturing,False,8980.776383458648
"CBIZ Accounting, Tax & Advisory Of San Diego, LLC","Accounting,Auditing/CPA/Tax Service",805 AEROVISTA PL STE 206,1996-01-23,2024-12-31,C.P.A. Firm - Tax Preparation Services,Professional Service,Service,-120.642355,35.24097,11000,1,BP,053-416-016,102640.5814312235,False,Commercial,False,14423.91410514908
"CCC & Associates, LLC",Rental- Commercial,3033 AUGUSTA ST,1997-06-05,2021-01-06,Real Estate Investments,Commercial Rental Property,Rental,-120.64047419261,35.267065421349,10501,1,R-4,004-982-036,80686.9182297037,False,Residential,False,7013.738766469925
CCC Hotels,Consultant,1735 DIABLO DR,2023-01-01,,Hotel Consulting company,General Retailer,Retail,-120.705285415863,35.26514181848,1160,0,R-1,053-245-048,7335.782638167877,False,Residential,False,12174.876933576772
CCH Enterprise Corp.,Retail,198 SOUTH ST,2015-08-17,,Pool Supply & Service Center For Commercial & Residential,General Retailer,Retail,-120.668007490449,35.269567457512,3854,0,C,003-721-045,8764.948265234409,False,Commercial,False,2404.449195804156
CCLA International Education L L C,Miscellaneous Business,672 HIGUERA ST STE 300,2009-01-05,2012-10-08,"Host Family Placement For International Students, Advising, Etc.",Downtown Association,Downtown Association,-120.664877827709,35.278728665195,6269,1,C,002-421-012,4257.312988245514,True,Commercial,False,0.0
"CCM Offroad & Performance, Inc",Auto Mechanic/Detailer/Services,275 TANK FARM RD,2010-09-20,,Auto Parts Mfg W/ Light Installation/ Wholesale Used Cars,General Manufacturer,Other,-120.665001419052,35.24674586814,5646,0,M,053-258-029,310281.12627269345,False,Manufacturing,False,10652.590182878102
CD Hood Inc,Restaurant,3887 S HIGUERA ST,2022-01-12,,Acai and Juice Bar,General Retailer,Retail,-120.673402116433,35.247085833947,1514,0,M,053-265-004,126400.15609914952,False,Manufacturing,False,10742.99839976768
"Cdan Property Investors, LLC",Rental- Residential,1239 E FOOTHILL BLVD #205,2015-10-15,2017-12-21,Condo Rental,Residential Rental,Rental,-120.663233205767,35.295215907984,3795,1,R-4,052-072-024,27726.69781839679,False,Residential,False,4169.740751542219
CDR Consulting,Home Occupation,326 SAN MIGUEL AVE,2023-05-15,2025-07-31,business consulting,General Service,Service,-120.647825521311,35.294077228522,1026,1,R-1,052-134-009,4826.433388662898,False,Residential,True,5225.992448618335
Cecelia C Lobdill,Rental- Residential,4447 SPANISH OAKS DR,2010-10-12,2014-03-15,,Residential Rental,Rental,-120.624686247717,35.248672758213,5624,1,R-1,053-306-013,7424.654456904684,False,Residential,False,15106.005336757116
Cecil D And Ruby I Hall 2006 Trust,Rental- Residential,652 LINCOLN ST,2010-09-02,2013-06-30,,Residential Rental,Rental,-120.668844865527,35.284555134594,5664,1,R-1,001-183-012,5020.0139636390495,False,Residential,False,1549.127530335062
Cecil E & Mary Ann Riley,Rental- Residential,581 LAWRENCE DR,1992-04-02,2020-10-08,,Residential Rental,Rental,-120.654844691178,35.264014965417,12391,1,R-1,004-942-010,7042.625772938485,False,Residential,False,5260.364043395469
Cecile De Martini,Rental- Residential,920 VISTA DEL BRISA,2010-09-08,2011-05-30,Room Rental,Residential Rental,Rental,-120.699915992252,35.26564560469,5658,1,R-1,004-293-016,7143.50098480177,False,Residential,False,10636.52062289918
Cecilia Harmon,Personal Services,100 MADONNA RD,2001-08-13,,,Massage Therapist,Service,-120.673724276007,35.26588920761,8971,0,C,004-511-021,1276753.8336216302,False,Commercial,False,4316.724348388988
Cedar Creek Village,Rental- Residential,35 STENNER ST APT E,2010-09-08,2021-11-03,Rental- Residential,Residential Rental,Rental,-120.663399508894,35.292458870036,5658,1,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
Celadon House,Retail,2120 SANTA BARBARA AVE STE A,2022-02-01,,Home Furnishings,General Retailer,Retail,-120.656236315438,35.270915736112,1494,0,C,003-752-012,70339.89987142028,False,Commercial,False,2943.927169731967
Celebrations By Julia,Home Occupation,530 WESTMONT AVE UNIT A,2019-01-08,2020-11-02,"Event Planning, Production & Consulting",General Service,Service,-120.680496385165,35.301447551591,2614,1,R-1,052-465-007,12415.393002236346,False,Residential,True,8544.537891921784
Celena Grasseschi,Beauty Salon,1435 MONTEREY ST,2020-06-18,,Hairstylist,General Service,Service,-120.655239713949,35.285552856009,2087,0,C,001-231-024,13062.972741582882,False,Commercial,False,1415.1374795950053
"Celeste B Waters, MD",Medical Services,1322 MORRO ST,2008-10-02,2017-05-15,Psychiatry,Professional Service,Service,-120.66009571697,35.278914787438,6364,1,O,002-442-001,12006.482374036588,False,Office,False,0.0
Celestial Souls Healing Arts,Personal Services,777 PISMO ST C,2000-07-24,2020-04-30,,Massage Therapist,Service,-120.661075090215,35.277339445241,9356,1,R-4,003-535-005,7946.164315449544,False,Residential,False,286.09378633181007
Celi Ribet,Rental- Residential,156 DEL NORTE WAY,2022-04-06,,Rental property,Residential Rental,Rental,-120.684653617338,35.293444456237,1430,0,R-1,052-351-027,6300.472672849691,False,Residential,False,7211.150789753658
Celia Boughton,Rental- Residential,2348 JOHNSON AVE APT A,2018-10-10,,Rental Property,Residential Rental,Rental,-120.645109687123,35.273035988573,2704,0,R-1,003-703-007,10503.070384049528,False,Residential,False,4583.762640810974
Celia Chocolatier,Home Occupation,3324 ROCKVIEW CT,2018-02-12,,"Food Business Offering Chocolate Truffles, Brittles, Marzipan Etc.",General Manufacturer,Other,-120.649449024252,35.258383161124,2944,0,R-2,004-591-026,3696.7757815319383,False,Residential,True,7847.735244514818
Celia's Beauty Salon,Beauty Salon,582 HIGUERA ST,2003-09-23,,,Downtown Association,Downtown Association,-120.666129611698,35.277965165625,8200,0,C,002-402-034,17280.86461629235,True,Commercial,False,0.0
Celmayster Family Trust,Rental- Residential,1220 SOUTHWOOD DR,2022-03-18,,Rental Property,Residential Rental,Rental,-120.639642668522,35.264974054775,1449,0,R-2,004-573-004,7394.87180971644,False,Residential,False,7717.796932602118
Cemm,Advertising,3261 S HIGUERA ST STE 110,2008-12-01,2019-05-16,Media Advertising Agency,General Service,Service,-120.668625183529,35.256229343618,6304,1,C,053-181-043,24866.390176861663,False,Commercial,False,7232.710323590109
Cen Cal Decals,Misc Business Services,1519 BROAD ST,2003-04-02,,,General Service,Service,-120.661562738787,35.275543923868,8374,0,R-2,003-532-021,4535.114052449672,False,Residential,False,673.14334508612
"Cen Cal Professional Wrestling, Inc.",Entertainment,67 SOUTH ST,2017-08-10,2018-11-08,Professional Wrestling- Family Friendly Entertainment,Professional Service,Service,-120.671194729455,35.269580056991,3130,1,C,004-742-002,2731.1331236919727,False,Commercial,False,2777.4158909321636
"Cencal Helicopters, Inc.",Education/School,1065 HIGUERA ST #300,2013-09-27,2014-08-31,"Tutoring, FAA Test Prep",Downtown Association,Downtown Association,-120.659768093908,35.281627973989,4543,1,C,002-435-003,12399.024352397366,True,Commercial,False,0.0
Cencal Thermal Treatment Inc,Contractor- Specialty,2011 10TH ST STE B,2007-03-21,2007-09-27,,Contractor,Service,-120.832302617579,35.31486923446,6925,1,C,076-051-001,15234021.76081499,False,Commercial,False,50903.870518809235
