DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),closure_time,censor,type,longitude,latitude
Bettina Hodel,Rental- Residential,1750 PREFUMO CANYON RD # 39,5/24/2021,7/15/2021,Rental Property,Residential Rental,1746,1,Rental,-120.7012179,35.26129631
Betty J O'Connor,Rental- Commercial,300 HIGUERA ST,10/18/2010,1/1/2018,,Commercial Rental Property,5617,1,Rental,-120.6697619,35.27265839
"Betty J O'Connor, DVM",Veterinarian/Animal Care,300 HIGUERA ST,7/1/1959,12/31/2016,,Professional Service,24354,1,Service,-120.6697619,35.27265839
Betty Lenthall,Rental- Residential,1642 FAIRVIEW ST,9/7/2010,12/31/2013,,Residential Rental,5658,1,Rental,-120.6524014,35.27945902
Betty Sykes,Rental- Residential,640 JOHNSON AVE,7/2/1992,8/1/2013,,Residential Rental,12299,1,Rental,-120.6592204,35.28848735
Bettys Fabrics,Retail,1229 CARMEL ST,7/1/1982,8/31/2018,,General Retailer,15953,1,Retail,-120.6675715,35.27547222
Bety's Cleaning,Home Occupation,1087 ORCUTT RD A,11/26/2007,3/12/2010,Cleaning,General Service,6674,1,Service,-120.6423967,35.2613232
Beulah Chong,Rental- Commercial,798 PALM ST,5/1/1992,1/1/2024,,Downtown Association,12361,1,Downtown Association,-120.6643183,35.28142993
Beverlee Jill  And Donald R Harmon,Rental- Residential,723 MISSION ST,9/8/2010,7/11/2012,,Residential Rental,5657,1,Rental,-120.6709309,35.28850676
"Beverly A. Collier, L.M.F.T.",Professional,1141 MARSH ST STE 201,1/30/2014,6/20/2018,Marriage & Family Therapist,Professional Service,4417,1,Service,-120.6580004,35.28153454
Beverly E Lincoln,Rental- Residential,979 BLUEBELL WAY,1/10/2001,4/15/2025,Rental,Residential Rental,9185,1,Rental,-120.6363453,35.24864715
"Beverly Fabrics, Inc",Retail,876 HIGUERA ST,7/1/1982,11/19/2020,,Downtown Association,15953,1,Downtown Association,-120.6620134,35.28044158
Beverly J Ford,Counseling,1107 JOHNSON AVE,5/7/2015,6/28/2019,Counseling Services,Professional Service,3955,1,Service,-120.6565145,35.28348981
Beverly J Rooney,Rental- Residential,2717 BROAD ST,4/7/1992,7/3/2012,,Residential Rental,12385,1,Rental,-120.6528878,35.26502
Beverlys Hair Designs,Beauty Salon,799 E FOOTHILL BLVD 13,1/29/1997,10/24/2006,,General Service,10627,1,Service,-120.6710495,35.29404086
Bezaire/Deauville Trust Rental,Rental- Residential,1055 PAULINE WAY,11/1/2010,7/1/2012,,Residential Rental,5603,1,Rental,-120.6518972,35.27205986
BFIT,Home Occupation,671 PERKINS LN,4/9/2021,7/24/2021,Online Fitness Coaching,General Service,1791,1,Service,-120.6519562,35.26304951
BGIS Global Integrated Solutions US LLC,Business Management,669 PACIFIC ST STE D,2/1/2021,6/30/2023,"Facilities management services, including infrastructure management software.",Downtown Association,1858,1,Downtown Association,-120.6634907,35.27710896
Biagio Wine Company,"Wholesale, Distributors",1284 CHAPARRAL CIR,3/16/2006,7/31/2017,Wine Wholesale Distributor,General Wholesaler,7294,1,Other,-120.631006,35.2498985
Bice Rental,Rental- Residential,69 LOS VERDES DR,10/22/2010,9/20/2013,,Residential Rental,5613,1,Rental,-120.6776727,35.24410487
Big 5 Sporting Goods #75,Retail,281 MADONNA RD STE C,7/1/1983,1/17/2015,Sporting Goods Store & General Gun Dealer,General Gun Dealer,15588,1,Retail,-120.6766258,35.2637054
Big Daddys Pizza,Restaurant,1348 MADONNA RD,11/21/1995,7/30/2008,,General Retailer,11062,1,Retail,-120.6901558,35.25691942
Big Images,,767 FRANCIS AVE,11/24/2003,6/10/2011,,General Service,8137,1,Service,-120.6525219,35.26607141
"Big Sale Group, Inc","Computers, Sales & Service",2146 PARKER ST STE C-1,7/1/1990,5/31/2015,,General Retailer,13031,1,Retail,-120.669175,35.27023363
Big Steves Chimney Service,Home Occupation,577 DANA ST,7/1/1982,4/7/2022,,General Service,15953,1,Service,-120.6669937,35.27888429
Big Tony's Landscape And Tree Services,Home Occupation,3217 JOHNSON AVE APT 7,3/14/2012,11/18/2014,Landscape & Tree Service,General Service,5104,1,Service,-120.6366534,35.26721042
Big Tree Holdings,Rental- Residential,162 RAMONA DR,9/18/2014,6/30/2021,Residential Rental Property,Residential Rental,4186,1,Rental,-120.6842883,35.29273346
Bikram Yoga Slo,Recreational Services,570 HIGUERA ST STE 195,1/17/2001,5/31/2019,Yoga Instruction,Downtown Association,9178,1,Downtown Association,-120.6663742,35.27781743
Bill & Annette Janeway,Rental- Residential,285 CRAIG WAY,10/7/2010,5/31/2020,,Residential Rental,5628,1,Rental,-120.6813114,35.29585023
Billie Ann Rainville,Rental- Residential,347 LA CANADA DR,12/2/2015,6/30/2019,Rental Residential,Residential Rental,3746,1,Rental,-120.6788888,35.29683369
Billy D Ragsdale,Rental- Residential,238 CRAIG WAY,3/25/1992,8/21/2006,,Residential Rental,12398,1,Rental,-120.6824763,35.29605472
Bilsten Properties,Rental- Residential,2221 KING CT #18,9/29/2011,6/30/2013,Residential Rental Property,Residential Rental,5271,1,Rental,-120.6622385,35.26813782
"Bio2 International, Inc",Food Store,189 CROSS ST,5/4/2004,5/11/2011,,General Wholesaler,7975,1,Other,-120.6706981,35.24583687
"Bioatlantis U,S,A,",Manufacturing,1015 NIPOMO ST ST 230,8/22/2012,7/31/2013,Seaweed Extract Products For A Wide Variety Of Uses,Downtown Association,4943,1,Downtown Association,-120.6665367,35.27898272
"Biokinetic Engineering, Inc",Consultant,835 AEROVISTA PL STE 220,12/26/2007,9/28/2016,Engineering Consulting,Professional Service,6644,1,Service,-120.641833,35.241825
Birchfield Construction,Home Occupation,182 DEL NORTE WAY,8/29/2016,4/23/2019,General Contractor,Contractor,3475,1,Service,-120.6837117,35.29344446
Bishop Clinch Endowment Fund,Rental- Residential,7 LOCATIONS-PROPERTY RENTAL,3/16/1992,6/30/2019,,Residential Rental,12407,1,Rental,0.0,0.0
Bishop Peak Aviation,Home Occupation,132 LOS CERROS DR,9/12/2006,1/1/2019,Air Charter Service,Utilities/Transportation,7114,1,Other,-120.6863148,35.29432465
"Bishop Peak Technology, Inc.",Retail,205 SUBURBAN RD STE 3,7/17/2014,12/26/2022,Computer Software,General Retailer,4249,1,Retail,-120.6697973,35.24396027
Bittleston Electric,Home Occupation,638 WOODBRIDGE ST,6/10/1986,6/1/2010,,Contractor,14513,1,Service,-120.6559909,35.26734991
Bixler Builders,Contractor- General,11295 LOS OSOS VALLEY RD APT 27,1/15/2009,2/1/2011,General Construction & Remodels,Contractor,6258,1,Service,-120.6944039,35.26005705
Biz-Blossom Consulting,Consultant,1140 MONTALBAN ST APT 5,9/1/2024,4/24/2025,,General Service,550,1,Service,-120.6643984,35.28869984
Black Bicicletta Athlekture & Design,Business/ Services/ Professions,1075 COURT ST STE 202,6/4/2012,6/1/2014,"Bike Fit, Power Training & Plan Design Services For Cyclists",Downtown Association,5022,1,Downtown Association,-120.6614689,35.28107621
"Black Bull Construction, Inc",Home Occupation,2111 PRICE ST,3/3/2010,10/12/2012,Contractor For Federal Sector ~ Project Mgmt Services,Contractor,5846,1,Service,-120.6647675,35.27104654
Black Sea Gallery San Luis Obispo,Retail,712 MARSH ST,10/14/2004,4/1/2008,,Downtown Association,7812,1,Downtown Association,-120.6635609,35.27831904
Black Ty Brewing Company,Home Occupation,1768 TONINI DR APT 78,8/27/2015,10/1/2019,Small Batch Tea Brewing For Retail Trade,General Manufacturer,3843,1,Other,-120.6913856,35.25482884
Blackbird Botanicals,Home Occupation,3216 ROCKVIEW PL APT B,6/30/2016,4/15/2018,Local Artist Creating Living Art & Handcrafted Home Decor,General Retailer,3535,1,Retail,-120.6510713,35.25999422
"Blackburn T & G Family - Ca, LLC",Rental- Residential,94 PALOMAR AVE,8/20/2015,6/30/2020,Room Rental,Residential Rental,3850,1,Rental,-120.6738836,35.29067366
Blackout Productions,Entertainment,482 ISLAY ST,11/27/2001,8/8/2006,,General Service,8864,1,Service,-120.6639129,35.27337023
Blackwood Painting Inc.,Contractor- Specialty,1443 BOXWOOD CT,6/27/2001,12/31/2021,,Contractor,9017,1,Service,-120.627653,35.24968283
Blair Engineering,Home Occupation,1690 CRESTVIEW CIR,3/28/2012,1/1/2016,Engineering Consulting And Project Management,Professional Service,5090,1,Service,-120.6323123,35.26352854
Blair London Group,Home Occupation,4436 SUNFLOWER WAY,5/23/2022,5/8/2025,"Consultant Services, Training & Education",Professional Service,1382,1,Service,-120.6330034,35.24520051
Blake Rental,Rental- Residential,3335 BROAD ST APT 27,12/1/2010,7/7/2015,Residential Rental Property,Residential Rental,5573,1,Rental,-120.6488705,35.2596478
Blake Sandberg,Rental- Residential,969 HUMBERT AVE,4/6/2022,10/13/2023,Condo Rental,Residential Rental,1429,1,Rental,-120.6512151,35.26563941
Blanca G Hansen,Beauty Salon,1299 BRIARWOOD DR,3/20/2006,12/4/2008,,General Service,7290,1,Service,-120.63986,35.26242387
Blank Family Trust,Rental- Residential,1728 SINGLETREE CT,9/30/2010,8/15/2013,,Residential Rental,5635,1,Rental,-120.6916996,35.25402819
"Blason, Inc",Auto Mechanic/Detailer/Services,770 CAPITOLIO WAY,10/14/2008,2/11/2011,,General Service,6351,1,Service,-120.6452658,35.25692024
Blast 825 Taproom,Restaurant,733 HIGUERA ST A,10/29/2015,1/31/2022,Food Services Accommodations,Downtown Association,3780,1,Downtown Association,-120.6639717,35.27913449
Blaze Pizza,Restaurant,892 E FOOTHILL BLVD,5/31/2016,12/7/2025,Build Your Own Pizza Fast Casual Restaurant,General Retailer,3565,1,Retail,-120.669609,35.29411487
Blazing Blenders,Restaurant,1108 BROAD ST,7/1/1984,11/13/2006,Juice Bar,Downtown Association,15222,1,Downtown Association,-120.6643724,35.27886856
Blewett's Administrative Assistant Services,Business/ Services/ Professions,1303 HIGUERA ST STE A,6/10/2010,1/13/2012,Administrative Services,General Service,5747,1,Service,-120.6564153,35.28361325
Blindside Promotions,Entertainment,1060 OSOS ST,8/21/2012,2/8/2014,Event Venue Featuring Amplified Music Entertainmnt-Food/Beverage,Downtown Association,4944,1,Downtown Association,-120.6609901,35.28148996
"BLISS BODY SCULPTING, INC.",Miscellaneous Business,1248 MONTEREY ST,3/1/2021,5/31/2022,,General Service,1830,1,Service,-120.6579414,35.28386951
Bliss Body Spa,Beauty Salon,970 CHORRO ST,3/31/1997,5/31/2013,Body Spa And Treatment,Downtown Association,10566,1,Downtown Association,-120.6637052,35.28093055
Bliss Electrolysis,Personal Services,3596 BROAD ST STE 100,8/16/2019,5/17/2021,Permanent Hair Removal,General Service,2393,1,Service,-120.6458441,35.25403935
Bliss Photography,Home Occupation,43 EL MIRADOR CT,7/23/2015,9/30/2015,Covering Events/Various Forms Of Portrait Photos,General Service,3878,1,Service,-120.6797366,35.24072719
Blockbuster Video #02675,Retail,3900 BROAD ST,11/11/1991,9/11/2012,,General Retailer,12533,1,Retail,-120.6437536,35.24971853
Bloke Men's Wear,Apparel/Accessories,716 HIGUERA ST,5/20/2004,6/30/2011,,Downtown Association,7959,1,Downtown Association,-120.664249,35.27911036
Bloodhound Medical Inc,,948 E FOOTHILL BLVD,5/1/2006,1/1/2011,,General Wholesaler,7248,1,Other,-120.668817,35.29410355
Bloom Box,Home Occupation,176 LINCOLN ST,11/22/2016,1/1/2019,Online Retail Store Offering All Occasion Themed Gift Boxes,General Retailer,3390,1,Retail,-120.6670743,35.28930603
Bloom Eli Peters Design,Apparel/Accessories,1129A GARDEN ST PATIO,8/12/2010,10/5/2011,Selling Handmade Accessories & Consignment Pieces,Downtown Association,5684,1,Downtown Association,-120.6632904,35.27908708
Blooming Lotus Day Spa,Massage,742 MARSH ST,5/7/2015,12/31/2018,Massage Therapist,Downtown Association,3955,1,Downtown Association,-120.6630409,35.278631
Blossom Well,Massage,777 PISMO ST APT A,9/10/2010,9/12/2012,Massage Therapy,Massage Therapist,5655,1,Service,-120.6610751,35.27733945
Blossoming Lotus Studio,Massage,1360 MARSH ST STE A,2/1/2010,1/27/2011,"Massage, Fitness Counciling, Health & Dietary Needs",General Service,5876,1,Service,-120.655148,35.2835518
Blue Cypress Illustration,Home Occupation,89 LA ENTRADA AVE,10/17/2025,11/18/2025,,General Service,139,1,Service,-120.6827027,35.2909887
"Blue Dolphin Design And Engineering, Inc.",Misc Business Services,872 HIGUERA ST,7/29/2016,6/30/2018,Provide Engineering Resources & Support,Downtown Association,3506,1,Downtown Association,-120.6620575,35.28041566
Blue Jay Yard & Lawn Maintenance,Gardening,1821 ROYAL WAY,11/9/2005,10/27/2009,,General Service,7421,1,Service,-120.6991455,35.25700469
Blue Mango Management,Business Management,709 FIERO LN STE 35,3/25/2016,6/30/2018,Managment Comany,General Service,3632,1,Service,-120.6433121,35.24398767
Blue Marble Investments,Finance Company,1085 HIGUERA ST STE 120,6/11/2007,11/1/2024,Investment Advisor,Downtown Association,6842,1,Downtown Association,-120.6595214,35.28177453
Blue Note Guitars,Retail,3220 BROAD ST STE 100,7/1/1984,12/24/2011,,General Retailer,15222,1,Retail,-120.6493913,35.26063141
Blue Oak Investigation,Miscellaneous Business,550 E FOOTHILL BLVD,9/10/2007,1/5/2010,Private Investigations,General Service,6751,1,Service,-120.6758816,35.29416446
"Blue Oak Solutions, LLC",Home Occupation,1049 TREVOR WAY,5/5/2009,9/1/2011,Information Security Consulting Services,Professional Service,6148,1,Service,-120.6510245,35.27121041
Blue Ox Hardwood Flooring,Retail,3982 SHORT ST 110,10/6/2003,11/6/2008,,General Retailer,8186,1,Retail,-120.6725245,35.24435019
"Blue Rooster Telecom, Inc",Communications,4251 S HIGUERA ST STE 800,3/12/2010,11/30/2014,Business Telephone & Internet Services,Utilities/Transportation,5837,1,Other,-120.676363,35.241632
"Blue Sky Network, LLC",Communications,4115 BROAD ST STE B5,8/10/2012,9/20/2013,Satellite Tracking Equipment & Service,General Service,4955,1,Service,-120.6420987,35.24645444
Blue Sky Preschool,Child Care/Day Care,11245 LOS OSOS VALLEY RD,2/26/2009,12/20/2019,Preschool,General Service,6216,1,Service,-120.6949555,35.26052022
Blue Sky Vapes,Retail,973 E FOOTHILL BLVD STE 104,2/5/2014,11/21/2016,Sales Of Electronic Cigarettes And E-Liquids,General Retailer,4411,1,Retail,-120.66848,35.29398413
Blue Tea Company,Retail,793 HIGUERA ST STE 11,10/26/2006,9/26/2012,Herbal And Culinary Tea,Downtown Association,7070,1,Downtown Association,-120.6629862,35.27972585
Blue Universe Recording,Misc Business Services,3195 MCMILLAN AVE D,11/10/2004,11/27/2007,,General Service,7785,1,Service,-120.648176,35.26142916
Bluebird Music For Kids,Education/School,21 ZACA LN,9/19/2007,5/26/2009,Music Classes,General Service,6742,1,Service,-120.6732764,35.25116461
Bluebird Salon Collaborative,Beauty Salon,3680 BROAD ST STE 102,12/1/2023,5/1/2025,,General Retailer,825,1,Retail,-120.6451819,35.25241062
Blush Fine Linens,Business/ Services/ Professions,383 JUNIPERO WAY,1/16/2018,10/11/2021,Tabletop Linen Rental Company,General Retailer,2970,1,Retail,-120.6616432,35.25472887
Boat Traction,Retail,1328 DESCANSO ST,6/26/2002,4/23/2007,,General Wholesaler,8653,1,Other,-120.698902,35.26560731
Bob & Pam Barker,Rental- Residential,60 LINDA LN,12/21/2010,7/20/2012,Residential Rental Property,Residential Rental,5553,1,Rental,-120.6775415,35.24373117
Bob Canepa Photography,Photographic Studio/Portrait,1290 ELLA ST,7/13/2010,12/31/2011,,General Service,5714,1,Service,-120.650299,35.27664086
Bob Green,Rental- Residential,3 LOCATION PROPERTY RENTALS,9/13/2010,1/22/2015,Residential Rental Property,Residential Rental,5652,1,Rental,0.0,0.0
Bob Hele Services Company,Home Occupation,1945 OCEANAIRE DR,5/4/2016,6/30/2018,Landscape Maintenance; Residential & Commercial,General Service,3592,1,Service,-120.6845332,35.25537821
Bob Jones Massage,Home Occupation,1609 HANSEN LN,11/4/1996,1/1/2021,,General Service,10713,1,Service,-120.6250994,35.25401504
Bob Parizo,Rental- Residential,1192 LEXINGTON CT,9/10/2010,6/30/2015,,Residential Rental,5655,1,Rental,-120.6420437,35.26552488
Bob Ross Certified Cars,Retail,2750 BROAD ST,7/24/2008,6/18/2009,Auto Sales,General Retailer,6433,1,Retail,-120.6524048,35.26461205
Bob's Bail Bonds,Misc Business Services,948 SANTA ROSA ST,10/20/1995,12/8/2025,Bail Bonds,Downtown Association,11094,1,Downtown Association,-120.6603851,35.28325343
Bob's Tractor Service,Home Occupation,3960 S HIGUERA ST #97,10/22/2020,1/1/2023,Landscape Maintenance Service,General Service,1960,1,Service,-120.6735504,35.24709949
Bobby Boss Art,Home Occupation,61 LOS PALOS DR,9/3/2024,6/20/2025,,General Retailer,548,1,Retail,-120.6802278,35.24177334
Bodacious Beads,Home Occupation,663 HILL ST,5/7/2009,10/26/2010,Jewelry Made Of Beads/Pearls With Silver,General Manufacturer,6146,1,Other,-120.6696619,35.28195932
Bodega San Luis,Alcoholic Beverage,1185 MONTEREY ST STE 104,2/1/2022,3/31/2022,"Retail of beer & wine, bottle shop & small-goods",General Retailer,1493,1,Retail,-120.6587404,35.28320589
Body Centered Therapy,Personal Services,1023 NIPOMO ST STE 50,7/29/2003,6/21/2012,Massage Therapist,Massage Therapist,8255,1,Service,-120.6664286,35.27885726
Body Geography,Massage,1171 TORO ST STE C,7/20/2015,11/30/2015,Massage Therapist,Massage Therapist,3881,1,Service,-120.6574299,35.28230048
Body Mechanics,Massage,3565 S HIGUERA ST STE B,9/29/2011,9/27/2016,Massage Therapy,Massage Therapist,5271,1,Service,-120.6696431,35.25336169
Body Mind Symbiosis,Massage,1238 MONTEREY ST STE 110,7/26/2018,6/20/2019,Massage & Bodywork,Massage Therapist,2779,1,Service,-120.6580653,35.28378603
Body Wisdom Massage,Massage,2021 BROAD ST,4/12/2004,1/1/2016,,Massage Therapist,7997,1,Service,-120.6583182,35.27192313
Body Wise,Miscellaneous Business,2146 PARKER ST STE A-7,12/14/2006,3/29/2020,Therapeutic Body Movement Therapist,General Service,7021,1,Service,-120.669175,35.27023363
Bodywork By Kimberly Wallace,Massage,560 HIGUERA ST STE F,8/27/2014,6/30/2016,Massage Therapist,Downtown Association,4208,1,Downtown Association,-120.666578,35.27769432
BOKAT Financial,Finance Company,2750 BROAD ST,10/14/2008,6/29/2009,Financial Services,Professional Service,6351,1,Service,-120.6524048,35.26461205
Bolduan/King,Rental- Residential,2916 ROCKVIEW PL,10/28/1999,4/1/2016,Residential Rental Property,Residential Rental,9625,1,Rental,-120.6529448,35.26240024
Boltabout Inc.,Recreational Services,281 PACIFIC ST,5/8/2017,12/31/2019,"Leasing Electric Bikes: Long Term, Monthly, Weekly & Daily",General Service,3223,1,Service,-120.6686069,35.27401251
Bonham Construction,Home Occupation,1605 JANICE DR,7/23/2009,11/14/2013,General Contractor - Remodel And Addition,Contractor,6069,1,Service,-120.6983799,35.2614678
Bonin Realty,Real Estate Agent,272 DEL MAR CT,1/7/1985,8/24/2006,,Professional Service,15032,1,Service,-120.6817343,35.29217546
Bonnie J & Charles C Lowe,Rental- Residential,1063 PAULINE WAY,1/10/2001,3/30/2021,,Residential Rental,9185,1,Rental,-120.6519479,35.27207333
Bonnie Mello,Rental- Residential,45 CHORRO ST,1/6/2017,2/4/2017,Residential Rental Property,Residential Rental,3345,1,Rental,-120.6697805,35.29260281
Bonnie Snyder,Rental- Residential,644 MT VIEW DR,4/1/1992,2/28/2016,,Residential Rental,12391,1,Rental,-120.6698653,35.28515715
Bonnie Wolfe Phd,Medical Services,1461 HIGUERA ST STE C,6/10/2005,8/8/2011,,Professional Service,7573,1,Service,-120.6542787,35.28506155
Bonzi Software Inc,"Computers, Sales & Service",3000 BROAD ST #115,9/18/1998,12/31/2013,,General Service,10030,1,Service,-120.6507408,35.26243522
Boothe Family Collaborative,Consultant,1255 ORCUTT RD SPC B4,12/29/2005,12/4/2015,"Computer Repair, Maintenance & Website",General Service,7371,1,Service,-120.6406578,35.26133487
