,DBA,Business type,Bus address,"Bus City, State",Start date,Close date,Account #,Owner Name 1,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel
933,Anthropologie,Retail,887 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3609",2021-09-15,,117605,URBN US Retail,"Retail sale of clothing, accessories and home decor",Downtown Association,Downtown Association,-120.661821268326,35.28041342296,1633,0,C-D,002-427-014
934,Anticipation Press,Printing/Publishing,3165 BROAD ST 118,"SAN LUIS OBISPO, CA 93401-6755",2004-03-09,2007-09-26,15134,,,General Service,Service,-120.650227945455,35.261531956073,8032,1,C-S,004-583-038
935,Antigua Brewing Company,Alcoholic Beverage,1009 MONTEREY ST,"SAN LUIS OBISPO, CA 93401-3256",2020-06-01,2025-08-29,116512,Antigua Brewing Company,Brewpub,Downtown Association,Downtown Association,-120.661117994326,35.28182605485,2104,1,C-D,002-434-001
936,Antigua Family Rental,Rental- Residential,1321 VISTA DEL LAGO,"SAN LUIS OBISPO, CA 93405-4849",2022-03-01,,118122,"Antigua, Francis",Rental Unit for 2 bedroom home,Residential Rental,Rental,-120.694941644997,35.261975306588,1466,0,R-1,004-261-084
937,Antioch Church,Counseling,920 DEL RIO AVE,"SAN LUIS OBISPO, CA 93405-4708",2024-01-01,2025-03-26,120516,"Collins, Ben",,General Service,Service,-120.702656362276,35.263662954698,795,1,R-1,053-245-073
938,Antiquary Fairy,Home Occupation,2281 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-4536",2024-01-01,,120419,Antiquary Fairy,Resale antiques and used items,General Retailer,Retail,-120.645717901963,35.273530612774,795,0,R-1,003-692-051
939,Antique Boutique,Secondhand Stores,1019 BROAD ST,"SAN LUIS OBISPO, CA 93401-3504",2000-08-11,2020-11-24,12210,"Becker, Janet",,Downtown Association,Downtown Association,-120.6649348782,35.279296681542,9338,1,C-D,002-421-029
940,Antique Center,Secondhand Stores,1239 MONTEREY ST,"SAN LUIS OBISPO, CA 93401-3103",1985-08-15,2016-08-30,3480,"Martines, George",,General Retailer,Retail,-120.65797599145,35.283697639074,14813,1,C-R,002-331-018
941,Antiques On Monterey,Secondhand Stores,1599 MONTEREY ST,"SAN LUIS OBISPO, CA 93401-2927",2005-11-17,2015-06-30,17382,"Evans, Barbara Jo",,General Retailer,Retail,-120.65356693845,35.286745298144,7414,1,C-T,001-234-005
942,Antiquity Estate Sales And Liquidation,Retail,1043 GEORGE ST,"SAN LUIS OBISPO, CA 93401-4111",2017-10-16,2018-06-30,114610,"Constable, Michael",Estate Sales,General Retailer,Retail,-120.654207488023,35.274832989186,3063,1,R-2,003-654-012
943,Anton Hoffman,Rental- Residential,1257 IRIS ST #5-6,"SAN LUIS OBISPO, CA 93401-4148",1988-02-29,2015-06-30,449,Anton Hoffman,,Residential Rental,Rental,-120.652063477574,35.276804586117,13885,1,R-2,003-575-003
944,"Antonette L Higgins, CPA","Accounting,Auditing/CPA/Tax Service",11573 LOS OSOS VALLEY RD STE A,"SAN LUIS OBISPO, CA 93405-6473",2006-11-01,2022-08-01,105276,"Higgins, Antonette L",Certified Public Accountant,Professional Service,Service,-120.691108690574,35.256865508653,7065,1,O,053-102-031
945,Antonia Joy Fortner,Beauty Salon,1601 OSOS ST,"SAN LUIS OBISPO, CA 93401-4039",2018-09-21,2020-03-20,115264,"Fortner, Antonia J",Cosmetology Services,General Service,Service,-120.657336756713,35.277206055405,2723,1,R-3,003-551-003
946,Antonia's Pizza,Restaurant,891 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3609",2022-10-19,,119259,"Elhajnasr, Hithaim",Restaurant,Downtown Association,Downtown Association,-120.661777242068,35.280439340302,1234,0,C-D,002-427-014
947,Antoniio Bastiao,Rental- Residential,1244 VISTA DEL LAGO,"SAN LUIS OBISPO, CA 93405-4837",2022-03-14,,118154,"Bastiao, Antonio",Residential Rental,Residential Rental,Rental,-120.693674749606,35.262675388015,1453,0,R-1,004-261-047
948,Antonina Rogoznicka,Rental- Residential,3291 VIA ENSENADA,"SAN LUIS OBISPO, CA 93401-6965",2011-06-06,2012-09-01,110155,"Rogoznicka, Antonina",Residential Rental Property,Residential Rental,Rental,-120.66765820652,35.255589174418,5387,1,R-2,053-184-032
949,Anvil Steel Fabrication,Contractor- General,825 BUCKLEY RD STE 300,"SAN LUIS OBISPO, CA 93401-8192",2009-09-15,2016-08-08,107267,"Wenz, Richard",Custom Steel Fabrication,Contractor,Service,-120.639308864045,35.235019105282,6016,1,PF,076-063-038
950,"Anvil Steel Fabricators, Inc.",Contractor- Specialty,887 RICARDO CT STE 110,"SAN LUIS OBISPO, CA 93401",2016-01-26,2016-12-31,113364,"Wenz, Richard","Warehousing, Storage, Light Manufacturing",Contractor,Service,-120.641972137954,35.257016346971,3692,1,M,053-062-038
951,Anything In Trees,Home Occupation,3500 BULLOCK LN 31,"SAN LUIS OBISPO, CA 93401-7135",1991-05-14,,3085,"Gage, Bryan",,General Service,Service,-120.641681870886,35.258314876933,12715,0,R-2,053-072-028
952,AOSHOPONLINE,Home Occupation,2250 KING ST 4,"SAN LUIS OBISPO, CA 93401",2023-03-08,,119567,"Tornoe, Donna",E-Commerce,General Retailer,Retail,-120.662098138522,35.268095759459,1094,0,R-4,004-824-091
953,"AP Sandman, LLC",Rental- Commercial,5 RENTAL LOCATIONS,"SAN LUIS OBISPO, CA 93401-2661",2017-08-14,,114480,"Lustig, Leanne",Commercial Leasing,Commercial Rental Property,Rental,,,3126,0,,
954,Apeira Wellness LLC,Massage,1012 PACIFIC ST A,"SAN LUIS OBISPO, CA 93401-3678",2024-05-15,,120575,"Bercovici, Ashley",Concierge Wellness and Massage Services,Downtown Association,Downtown Association,-120.659259428395,35.279808275553,660,0,O,002-443-019
955,Apeiro Bodywork,Massage,1422 MONTEREY ST STE A201,"SAN LUIS OBISPO, CA 93401-2944",2012-03-13,2013-10-17,110716,"Ford, Catherine",Muscle Therapist,Massage Therapist,Service,-120.655451847195,35.285557051506,5106,1,C-R,001-137-018
956,Apex Plumbing,Home Occupation,4320 S HIGUERA ST #1,"SAN LUIS OBISPO, CA 93401-7734",2007-03-22,2019-03-01,105538,"Farmer, Andrew",Commercial Plumbing Systems,Contractor,Service,-120.678352727777,35.239726084434,6924,1,C-S,076-081-006
957,"Apex Prop Real Estate Brokerage, Inc",Real Estate Agent,505 HIGUERA ST STE 100,"SAN LUIS OBISPO, CA 93401-6107",1999-03-11,2013-12-05,11327,"Barnes, Tim",,General Service,Service,-120.668332153381,35.2763529823,9857,1,C-R,003-516-001
958,Apex Water Treatment,Food Store,3940 BROAD ST STE 5,"SAN LUIS OBISPO, CA 93401-7017",1997-09-02,2010-09-10,10203,"Daniels, Theresa C",,General Retailer,Retail,-120.643444593443,35.249187911286,10412,1,C-C,053-081-056
959,Apothecary Of Art Tattoo,Personal Services,1166 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3126",2010-09-29,2019-04-01,109168,"Stockstell, Jake",Tattooing,General Service,Service,-120.658427376032,35.282561734063,5637,1,C-R,002-436-022
960,Apothecary Tattoo,Personal Services,1075 COURT ST 204,"SAN LUIS OBISPO, CA 93401-3287",2019-11-05,,116241,"Stockstell, Jake",Tattoo & piercing studio,Downtown Association,Downtown Association,-120.661468931048,35.281076207266,2313,0,C-D,002-431-010
961,Appel Christopher & Elizabeth Family Trust,Rental- Residential,2556 GAIL PL,"SAN LUIS OBISPO, CA 93401-5606",2010-08-30,,108082,"Appel, Chip & Beth",Residential Rental Property,Residential Rental,Rental,-120.654905172902,35.265885967261,5667,0,R-1,004-912-048
962,Appendage + Bough,Miscellaneous Business,1335 WALKER ST,"SAN LUIS OBISPO, CA 93401-4205",2015-07-10,2020-12-31,112901,"Ratzlaff, Ryan",Furniture Showroom,General Service,Service,-120.669054880954,35.272960756957,3892,1,C-S,002-501-003
963,Apple Farm,Retail,2015 MONTEREY ST STE 1,"SAN LUIS OBISPO, CA 93401-2617",1988-05-24,,781,Santa Barbara-Pacific LLC,Hotel/Restaurant,General Service,Service,-120.649590584938,35.290356501622,13800,0,C-T,001-075-010
964,Apple Farm (Restaurant),Restaurant,2015 MONTEREY ST STE 1,"SAN LUIS OBISPO, CA 93401-2617",2025-06-10,,121426,"Espinoza, Teresita",Restaurant,General Service,Service,-120.649590584938,35.290356501622,269,0,C-T,001-075-010
965,Apple Spa and Massage,Beauty Salon,3480 S HIGUERA ST # 100,"SAN LUIS OBISPO, CA 93401-7392",2025-10-01,,121787,"Doria, Jack",,General Retailer,Retail,-120.669975209651,35.253067968423,156,0,C-S,053-051-071
966,"Apple, Inc.",Retail,899 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3609",2007-07-25,,105792,"Apple, Inc.",Retail Store,Downtown Association,Downtown Association,-120.661689189554,35.280491174984,6799,0,C-D,002-427-014
967,Applebee's Neighborhood Grill And Bar,Restaurant,305 MADONNA RD,"SAN LUIS OBISPO, CA 93405-6500",1995-09-05,2017-04-15,8321,Apple Mid Cal LLC,Restaurant,General Retailer,Retail,-120.676976596772,35.263462377153,11140,1,C-R,053-011-029
968,Applegarth Rental,Rental- Residential,185 PENMAN WAY,"SAN LUIS OBISPO, CA 93405-1742",2022-04-01,,118437,"Applegarth, Charles",Property Rental,Residential Rental,Rental,-120.676112004551,35.289197861133,1435,0,C/OS,052-061-030
969,Appliance Central,Retail,235 TANK FARM RD STE D,"SAN LUIS OBISPO, CA 93401-7593",2000-07-31,2016-12-31,12177,"McInerney, Kevin",Appliance Store,General Service,Service,-120.667115875529,35.246745868271,9349,1,C-S,053-258-012
970,"Appliance Oasis, Inc",Retail,3285 S HIGUERA ST,"SAN LUIS OBISPO, CA 93401-6924",2016-05-20,,113623,"Ramey, Jr., Vernon","New, Refurbished Appliances Parts & Service",General Retailer,Retail,-120.668653157848,35.255952991489,3577,0,C-S,053-181-039
971,Applied Engineering,Architect,708 FIERO LN STE 12,"SAN LUIS OBISPO, CA 93401-8738",1983-07-01,2015-11-01,15819,"Barker, P.E., Jeff",,Professional Service,Service,-120.643334695843,35.24410076681,15589,1,BP,053-423-021
972,"Applied Process Logic, Inc",Software Development,624 CLARION CT STE B,"SAN LUIS OBISPO, CA 93401-9104",2010-08-04,2015-11-17,107937,"Ratichek, James",Custom Website Development,Professional Service,Service,-120.648061575466,35.244327018582,5693,1,C-S,053-426-017
973,Applied Silver LLC,Manufacturing,2830 MCMILLAN AVE STE 1,"SAN LUIS OBISPO, CA 93401-6750",2011-03-23,2013-06-17,110020,"Wignall, Steven J",Biochemical Company Providing Treatments Using Silver,General Manufacturer,Other,-120.648035647059,35.264019668781,5462,1,M,053-212-010
974,Applied Training Solutions,,5067 DAVENPORT CREEK RD,"SAN LUIS OBISPO, CA 93401-8102",2006-04-03,2011-10-06,17622,"Tant, Mindy",,Professional Service,Service,-120.649211055804,35.226025833062,7277,1,"806    M
806    M
Name: zone, dtype: object",076-061-002
975,Applynx Inc,Home Occupation,1306 PEACH ST,"SAN LUIS OBISPO, CA 93401-2823",2007-03-22,2009-07-23,105535,"Maggelet, Scott & Sarah",Administrative & Technical Support For Wine Industry,General Service,Service,-120.65914133062,35.286857284143,6924,1,R-2,001-213-010
976,Apprentice & Journeymen Training Trust Fund,Education/School,3710 BROAD ST,"SAN LUIS OBISPO, CA 93401-7198",2015-09-01,,113027,,Trade School; Sell Books & Materials,General Service,Service,-120.645091740951,35.252179089941,3839,0,C-S,053-231-048
977,Apria Healthcare LLC,Misc Business Services,265 SOUTH ST E,"SAN LUIS OBISPO, CA 93401-5036",2003-04-07,,13688,"See List,",Sales/Rentals Home Medical Equipment,General Service,Service,-120.666835010315,35.269448214216,8369,0,C-S,004-811-025
978,April Flowers,Home Occupation,1866 HUASNA DR,"SAN LUIS OBISPO, CA 93405-6811",2006-11-16,2013-01-15,105311,"Peet, April A",Floral Design For Weddings And Special Events,General Retailer,Retail,-120.685892030396,35.255442749398,7050,1,R-1,004-412-019
979,"April, My Assistant",Administration/Office,7000 PEBBLE BEACH WAY,"SAN LUIS OBISPO, CA 93401-8916",2010-11-10,2011-01-01,109706,"Jeter-Gamboa, April V",Administrative Services,General Service,Service,-120.623212707796,35.214469305012,5595,1,C-S,044-041-030
980,Aproberts Arts,Home Occupation,166 HENDERSON AVE,"SAN LUIS OBISPO, CA 93405-2026",2003-12-12,2020-12-31,14496,"Aproberts, James",Graphic Design,General Service,Service,-120.650520973301,35.295401614754,8120,1,R-1,052-124-006
981,Apropos,Apparel/Accessories,1021 MORRO ST,"SAN LUIS OBISPO, CA 93401-3272",2018-10-11,,115315,"Risner, Natalie",Ladies Clothing Boutique,Downtown Association,Downtown Association,-120.662077286075,35.280944164303,2703,0,C-D,002-425-010
982,Apropos,Apparel/Accessories,1022 MORRO ST,"SAN LUIS OBISPO, CA 93401-3211",2002-08-01,2019-12-31,13270,"Risner, Natalie",Retail Clothing,Downtown Association,Downtown Association,-120.661881636553,35.280916750393,8618,1,C-D,002-431-006
983,Apurva and Purvi Shah,Rental- Residential,1720 DIABLO DR,"SAN LUIS OBISPO, CA 93405-4710",2022-01-01,,118643,"Shah, Apurva",Single family residential rental,Residential Rental,Rental,-120.705447857076,35.265172563691,1525,0,R-1,053-245-057
984,Aqua Massage Of San Luis Obispo And Gift Shop,Massage,487-2 MADONNA RD,"SAN LUIS OBISPO, CA 93405-6544",2006-11-27,2010-02-28,105329,"Pacaoan, Veronica L",Aqua Massage Therapy Service And Oriental Crafts,General Service,Service,-120.679896963638,35.261393083531,7039,1,C-R,053-012-003
985,Aqua-Tech Spas,Retail,200 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-5015",1986-03-12,2014-12-31,3630,"Davis, Lisa Rae",Spas And Hot Tubs,General Service,Service,-120.670353502512,35.269590978721,14604,1,C-R,003-711-027
986,Aquamark Pool Care,Misc Business Services,117 LONGVIEW LN,"SAN LUIS OBISPO, CA 93405-1433",2005-04-07,2011-07-01,16452,"Parham, Mark L",,General Service,Service,-120.658462770953,35.296821813199,7638,1,R-1,052-093-021
987,Aquarium Concepts,Veterinarian/Animal Care,962 WEST ST,"SAN LUIS OBISPO, CA 93405-1716",2006-05-24,,17737,"Lancaster, Palmer",Aquarium Servicing,General Service,Service,-120.667479284464,35.2900447719,7226,0,R-1,001-022-071
988,Aquatic Adventures,Retail,1329 MONTEREY ST,"SAN LUIS OBISPO, CA 93401-3105",1996-09-27,2009-05-26,9255,"Murtagh, Victoria",,General Retailer,Retail,-120.656777997032,35.284508100736,10752,1,C-R,002-333-003
989,Aquaworld,,3681 SACRAMENTO 3 SOUTH,"SAN LUIS OBISPO, CA 93401",2005-10-17,2013-06-30,17314,"Zorovich, Keena",,General Wholesaler,Other,-120.640192073821,35.253366007969,7445,1,M,053-231-028
990,Aquifer Analytics,Home Occupation,78 ENCANTO LN,"SAN LUIS OBISPO, CA 93401-7710",2021-07-14,,117415,"Malama, Bwalya",Environmental Consultant,General Service,Service,-120.679214751628,35.241880080073,1696,0,R-1,053-263-080
991,Aquila Wealth Advisors LLC,Home Occupation,872 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3610",2017-09-07,,114542,"Maldonado, Eric M",Financial Planning & Investment Advice,Downtown Association,Downtown Association,-120.662057464433,35.280415658006,3102,0,C-D,002-425-009
992,Ar And Company,,1026 PALM ST STE 211,"SAN LUIS OBISPO, CA 93401-3260",2003-02-26,2006-07-20,13604,"Robinson, Angel",,General Service,Service,-120.661747536698,35.282951885959,8409,1,O,002-323-014
993,Arbor D V B E Services Inc.,Home Occupation,3544 SYCAMORE DR,"SAN LUIS OBISPO, CA 93401-6036",2010-03-08,2012-09-17,107620,"Kissinger, Russell D",Water Truck Services & Sales Of Medical Related Supplies,General Service,Service,-120.634166030206,35.263654652202,5842,1,R-1,004-553-003
994,"Arbor DVBE Services, Inc.",Home Occupation,1682 CRESTVIEW CIR,"SAN LUIS OBISPO, CA 93401-6016",2020-08-05,2023-07-31,116750,"Mclaughlin, Robert",Rental of Fire Protection Equipment,General Service,Service,-120.632316010217,35.263987253003,2039,1,R-1,004-554-021
995,"Arbor Home Mortgage, Inc",Financial Institution,735 TANK FARM RD STE 210,"SAN LUIS OBISPO, CA 93401-7064",2005-01-20,2011-12-31,16284,"Edwards, Clint",,General Service,Service,-120.642088476644,35.248636515557,7715,1,O,053-083-028
996,Arcadian Management Services,Insurance Agent/Broker,3220 S HIGUERA ST 309,"SAN LUIS OBISPO, CA 93401-6987",2006-04-14,2007-06-28,17651,"Zimmerman, Kenneth",,General Service,Service,-120.66872252079,35.256658784143,7266,1,O,053-041-039
997,"Arcadis U.S., Inc.",Professional,4119 BROAD ST 210,"SAN LUIS OBISPO, CA 93401-7959",2012-03-20,,110730,"Arcadis U.S., Inc.",Environmental And Professional Services,Professional Service,Service,-120.642085716339,35.246428395025,5099,0,BP,053-415-001
998,"Arcadis, A California Partnership",Architect,4119 BROAD ST STE 210,"SAN LUIS OBISPO, CA 93401-7992",1989-01-03,,1106,"Arcadis IBI Group (US) LLC,",Architect and Engineering consulting,Professional Service,Service,-120.642085716339,35.246428395025,13576,0,BP,053-415-001
999,Arcane Longboards,Manufacturing,203 SUBURBAN RD STE 2,"SAN LUIS OBISPO, CA 93401-7517",2011-03-14,2013-10-15,110006,"Garatoni, Austin",Manufactures Stakeboard Decks,General Manufacturer,Other,-120.669872936662,35.243959887211,5471,1,"1172    M
1172    M
Name: zone, dtype: object",053-258-027
1000,"Arch Telecom, Inc.",Communications,845 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3609",2010-06-24,2012-06-04,107828,"Ghai, Vijayant","Cellular Sales & Accessories, Retail Showroom",Downtown Association,Downtown Association,-120.662283544027,35.280141290876,5734,1,C-D,002-427-002
1001,Archaic Beaute,Home Occupation,2828 AUGUSTA ST #32,"SAN LUIS OBISPO, CA 93401-5862",2016-12-20,2022-06-12,114085,"Wilson, Judy",Home Made Bath & Beauty Products,General Manufacturer,Other,-120.642806753045,35.267823104684,3363,1,R-4,004-981-014
1002,Archer Apartment Building,Rental- Residential,1328 ARCHER ST,"SAN LUIS OBISPO, CA 93401-5751",2010-10-07,2018-04-30,109279,"Pottmeyer, Adam",,Residential Rental,Rental,-120.667938815067,35.273767301146,5629,1,R-3,002-507-023
1003,Archer Wilkinson,Real Estate Broker,1100 BROAD ST,"SAN LUIS OBISPO, CA 93401-3576",2022-06-01,,119314,Archer Wilkinson Inc.,"Real Estate Sales, Leasing and Property Management",Downtown Association,Downtown Association,-120.664387626274,35.27888529662,1374,0,C-D,002-424-001
1004,Architects Corner,Retail,1242 MONTEREY ST STE 120,"SAN LUIS OBISPO, CA 93401-3104",2015-10-23,2017-05-31,113158,"Dimalanta, Joe",Material Support For Cal Poly Slo - Model Supplies,General Retailer,Retail,-120.65801574711,35.283819421954,3787,1,C-R,001-222-012
1005,Architects Corner,Retail,977 E FOOTHILL BLVD 112,"SAN LUIS OBISPO, CA 93405-1739",2009-09-22,2010-05-17,107280,Cal Wholesale Corp.,Sell Model & Art Supplies To Students At Cal Poly,General Retailer,Retail,-120.668423393593,35.293983320455,6009,1,C-C,052-174-040
1006,"Architectural Iron Works, Inc",Manufacturing,201 BRIDGE ST,"SAN LUIS OBISPO, CA 93401-5510",2002-07-02,2012-06-30,13210,"Miller, James F",Iron Works Manufacturing,General Manufacturer,Other,-120.667148236356,35.26765545817,8648,1,M,004-881-002
1007,"Architectural Iron Works, Inc.",Manufacturing,201 BRIDGE ST,"SAN LUIS OBISPO, CA 93401-5510",2012-07-05,2018-06-30,110944,"Akers, Thomas",Iron Works Manufacturing,General Manufacturer,Other,-120.667148236356,35.26765545817,4992,1,M,004-881-002
1008,Archive Video Productions,,1359 OCEANAIRE DR,"SAN LUIS OBISPO, CA 93405-4928",2000-02-11,2007-01-12,11910,"Halls, James H",,General Service,Service,-120.687936532543,35.263560502987,9520,1,R-1,004-371-029
1009,Arctos Packs,Home Occupation,883 VISTA DEL COLLADOS,"SAN LUIS OBISPO, CA 93405-4813",2023-03-02,,119561,Ken Kienow,Hydration Backpack Manufacturer,General Retailer,Retail,-120.699580416985,35.267157868314,1100,0,R-1,004-293-042
1010,Arena Garden Design,Home Occupation,1373 SONRISA CT,"SAN LUIS OBISPO, CA 93405-4809",2014-04-18,,112005,"Rodriguez, Rena",Landscape Designer/ Contractor,General Service,Service,-120.701368452176,35.266902389344,4340,0,R-1,004-292-020
1011,Ari's Concierge Service,Home Occupation,1867 SAN LUIS DR,"SAN LUIS OBISPO, CA 93401-2621",2019-07-31,,115974,"Spoto, Arianna","Off Site Events & Social Help, Party Planning, General Scheduling",General Service,Service,-120.648909742544,35.288287409823,2410,0,R-1,001-262-006
1012,Ari's Concierge Service,Home Occupation,851 1/2 MISSION ST,"SAN LUIS OBISPO, CA 93405-2342",2011-04-13,2012-07-31,110068,"Spoto, Arianna",Personal Assistant To Families,General Service,Service,-120.668190956082,35.288860345524,5441,1,R-1,001-105-007
1013,Arianna Ackerman,Massage,1171 TORO ST STE C,"SAN LUIS OBISPO, CA 93401-3308",2014-10-15,2020-08-31,112373,"Ackerman, Arianna",Massage Therapist,Massage Therapist,Service,-120.657429912342,35.282300478485,4160,1,O,002-437-026
1014,Arigato Sushi LLC,Restaurant,667 MARSH ST STE C,"SAN LUIS OBISPO, CA 93401-3963",2019-10-08,,116150,"Lee, Young Ja",Japanese Restaurant,Downtown Association,Downtown Association,-120.664159782834,35.277815315115,2341,0,C-D,003-521-021
